_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri,_danceability,_energy,_key,_loudness,_mode,_speechiness,_acousticness,_instrumentalness,_liveness,_valence,_tempo,_duration_ms,_time_signature,_chorus_hit,_sections,_target,year,id,keywords
2010-11-27,Cannibal,Ke$ha,77,1,"['a filk artist', 'dance', 'dance-pop', 'electropop', 'europop', 'indie pop', 'pop', 'pop rap', 'pop rock', 'singer/songwriter']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2010,Cannibal_by_Ke$ha,"a filk artist, dance, dance-pop, electropop, europop, indie pop, pop, pop rap, pop rock, singer/songwriter"
2008-04-26,Praying For Time,Carrie Underwood,27,2,"['american idol', 'contemporary country', 'country', 'country pop', 'country rock', 'pop', 'pop rock']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,Praying_For_Time_by_Carrie_Underwood,"american idol, contemporary country, country, country pop, country rock, pop, pop rock"
2007-03-17,Girlfriend,Avril Lavigne,1,24,"['743219675026', 'alternative rock', 'bubblegum punk', 'dance-pop', 'electropop', 'indie rock', 'mall punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop/rock', 'post-grunge', 'punk', 'punk rock', 'rock', 'soft rock', 'teen pop', 'teen punk']",Girlfriend,spotify:track:45hOioMDJktr86iKDHC8gr,0.56,0.959,7.0,-2.433,1.0,0.102,0.000738,0.000206,0.209,0.67,163.983,216600.0,4.0,60.95719,10.0,1.0,2007,Girlfriend_by_Avril_Lavigne,"743219675026, alternative rock, bubblegum punk, dance-pop, electropop, indie rock, mall punk, pop, pop and chart, pop punk, pop rock, pop/rock, post-grunge, punk, punk rock, rock, soft rock, teen pop, teen punk"
2003-05-31,Red Dirt Road,Brooks & Dunn,25,20,"['contemporary country', 'country']",Red Dirt Road,spotify:track:3EZzghqykkfOB0Z8d0kTSt,0.555,0.868,5.0,-3.798,1.0,0.0403,0.0664,0.000117,0.116,0.479,136.12,260360.0,4.0,31.97505,14.0,1.0,2003,Red_Dirt_Road_by_Brooks_&_Dunn,"contemporary country, country"
2011-03-12,Set Fire To The Rain,Adele,1,43,"['adele', 'adult alternative pop/rock', 'adult contemporary', 'alternative/indie rock', 'blue eyed soul', 'blue-eyed soul', 'english singer', 'jazz', 'music for soccer moms', 'neo soul', 'pop', 'pop and chart', 'pop soul', 'singer', 'soul']",Set Fire To The Rain,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc,0.61,0.683,2.0,-3.879,0.0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693.0,4.0,21.93022,14.0,1.0,2011,Set_Fire_To_The_Rain_by_Adele,"adele, adult alternative pop/rock, adult contemporary, alternative/indie rock, blue eyed soul, blue-eyed soul, english singer, jazz, music for soccer moms, neo soul, pop, pop and chart, pop soul, singer, soul"
2017-05-20,Slow Hands,Niall Horan,11,31,['lflores077@gmail.com'],Slow Hands,spotify:track:2cOUlop2ZakjOKe4WinesN,0.735,0.425,0.0,-6.648,1.0,0.0466,0.011,0.0,0.055,0.848,85.894,188174.0,4.0,15.92744,10.0,1.0,2017,Slow_Hands_by_Niall_Horan,lflores077@gmail.com
2016-02-06,Walking On A Dream,Empire Of The Sun,65,5,"['australia', 'australian', 'australie', 'australien', 'dance-pop', 'electronic', 'electropop', 'indietronica', 'synthpop']",Walking On A Dream,spotify:track:5r5cp9IpziiIsR6b93vcnQ,0.871,0.701,5.0,-5.594,0.0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440.0,4.0,31.29041,9.0,1.0,2016,Walking_On_A_Dream_by_Empire_Of_The_Sun,"australia, australian, australie, australien, dance-pop, electronic, electropop, indietronica, synthpop"
2019-11-09,God Is,Kanye West,36,1,"['american', 'electropop', 'english', 'experimental hip hop', 'grammy winner', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'luxury rap', 'pop', 'pop rap', 'producer', 'rap', 'rapper', 'relic inn', 'synthpop', 'us']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2019,God_Is_by_Kanye_West,"american, electropop, english, experimental hip hop, grammy winner, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, luxury rap, pop, pop rap, producer, rap, rapper, relic inn, synthpop, us"
2000-10-14,Just Friends (Sunny),Musiq,31,20,"['hip hop', 'hip hop rnb and dance hall']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2000,Just_Friends_(Sunny)_by_Musiq,"hip hop, hip hop rnb and dance hall"
2010-06-05,Dream On,Glee Cast Featuring Neil Patrick Harris,26,2,"['bogus artist', 'fixme', 'needs disambiguation/annotation', 'pop']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2010,Dream_On_by_Glee_Cast_Featuring_Neil_Patrick_Harris,"bogus artist, fixme, needs disambiguation/annotation, pop"
2021-05-29,amari,J. Cole,5,3,"['hip hop', 'hip-hop', 'rap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,amari_by_J._Cole,"hip hop, hip-hop, rap"
2010-01-30,Highway 20 Ride,Zac Brown Band,40,20,"['american', 'contemporary country', 'country', 'country pop', 'country rock', 'southern rock']",Highway 20 Ride,spotify:track:7J06GPr8b6A0zRHTZhah6s,0.55,0.402,3.0,-7.195,1.0,0.0339,0.551,1.38e-05,0.105,0.428,76.105,229280.0,4.0,38.37861,9.0,1.0,2010,Highway_20_Ride_by_Zac_Brown_Band,"american, contemporary country, country, country pop, country rock, southern rock"
2003-03-15,Rock You Baby,Toby Keith,66,5,"['2008 universal fire victim', 'contemporary country', 'country', 'country pop', 'pop', 'rock']",Rock You Baby,spotify:track:1hDyukwpyJ9H5QBZoIs0Dm,0.519,0.57,6.0,-6.772,0.0,0.029,0.163,0.0,0.144,0.17,154.093,241760.0,4.0,49.83334,10.0,1.0,2003,Rock_You_Baby_by_Toby_Keith,"2008 universal fire victim, contemporary country, country, country pop, pop, rock"
2015-07-11,Yoga,Janelle Monae & Jidenna,79,6,"['funk', 'mbs-333', 'r&b', 'rap', 'singer-songwriter', 'soul']",Yoga,spotify:track:3IJCSQoLF4YzPAKaxq2JLb,0.74,0.546,7.0,-5.674,0.0,0.0498,0.0159,8.41e-05,0.209,0.375,130.028,217679.0,4.0,43.5095,10.0,1.0,2015,Yoga_by_Janelle_Monae_&_Jidenna,"funk, mbs-333, r&b, rap, singer-songwriter, soul"
2013-08-17,Let Her Go,Passenger,5,43,"['alternative', 'alternative indy folk', 'english', 'folk', 'folk pop', 'indie', 'indie folk', 'indie pop', 'singer-songwriter', 'singer/songwriter']",Let Her Go,spotify:track:0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.244,74.897,252733.0,4.0,53.79626,8.0,1.0,2013,Let_Her_Go_by_Passenger,"alternative, alternative indy folk, english, folk, folk pop, indie, indie folk, indie pop, singer-songwriter, singer/songwriter"
2007-12-08,Hot,Avril Lavigne,95,1,"['743219675026', 'alternative rock', 'bubblegum punk', 'dance-pop', 'electropop', 'indie rock', 'mall punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop/rock', 'post-grunge', 'punk', 'punk rock', 'rock', 'soft rock', 'teen pop', 'teen punk']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2007,Hot_by_Avril_Lavigne,"743219675026, alternative rock, bubblegum punk, dance-pop, electropop, indie rock, mall punk, pop, pop and chart, pop punk, pop rock, pop/rock, post-grunge, punk, punk rock, rock, soft rock, teen pop, teen punk"
2003-11-22,I Can't Take You Anywhere,Scotty Emerick With Toby Keith,91,6,Unknown,I Can't Take You Anywhere,spotify:track:0lzcNtphdk0YXXVr4KvFws,0.733,0.751,4.0,-5.761,1.0,0.0311,0.262,0.0,0.0532,0.814,107.105,214200.0,4.0,48.06799,9.0,1.0,2003,I_Can't_Take_You_Anywhere_by_Scotty_Emerick_With_Toby_Keith,Unknown
2005-10-08,Here We Go,Trina Featuring Kelly Rowland,17,20,"['american', 'contemporary r&b', 'dance-pop', 'electro house', 'electropop', 'pop', 'pop and chart', 'pop rap', 'pop soul', 'rnb', 'soul']",Here We Go,spotify:track:6b3CWHNAKiJRqmgz6ZcWaB,0.814,0.494,8.0,-7.167,1.0,0.0846,0.624,0.0,0.0888,0.607,128.083,230973.0,4.0,44.2165,11.0,1.0,2005,Here_We_Go_by_Trina_Featuring_Kelly_Rowland,"american, contemporary r&b, dance-pop, electro house, electropop, pop, pop and chart, pop rap, pop soul, rnb, soul"
2007-04-07,Tell Me 'Bout It,Joss Stone,83,1,"['blues', 'contemporary r&b', 'jazz', 'neo soul', 'r&b', 'soul', 'soul and reggae']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2007,Tell_Me_'Bout_It_by_Joss_Stone,"blues, contemporary r&b, jazz, neo soul, r&b, soul, soul and reggae"
2018-01-20,All The Stars,Kendrick Lamar & SZA,7,21,"['boom bap', 'conscious hip hop', 'experimental hip hop', 'funk', 'hardcore hip hop', 'hip hop', 'jazz rap', 'neo soul', 'political hip hop', 'pop', 'pop rap', 'rap', 'relic inn', 'west coast hip hop']",All The Stars,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8.0,-4.946,1.0,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187.0,4.0,39.70014,12.0,1.0,2018,All_The_Stars_by_Kendrick_Lamar_&_SZA,"boom bap, conscious hip hop, experimental hip hop, funk, hardcore hip hop, hip hop, jazz rap, neo soul, political hip hop, pop, pop rap, rap, relic inn, west coast hip hop"
2021-10-23,WFM,Realestk,67,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,WFM_by_Realestk,Unknown
2008-09-06,American Boy,Studio All-Stars,52,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,American_Boy_by_Studio_All-Stars,Unknown
2008-01-26,I Won't Tell,Fat Joe Featuring J. Holiday,37,16,"['east coast hip hop', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,I_Won't_Tell_by_Fat_Joe_Featuring_J._Holiday,"east coast hip hop, gangsta rap, hip hop, hip hop rnb and dance hall"
2012-01-21,Kyoto,Skrillex Featuring Sirah,74,4,"['brostep', 'dance', 'dubstep', 'electro house', 'electronic', 'english', 'glitch', 'post-dubstep', 'seen live', 'skrillex']",Kyoto,spotify:track:3FUZpoj9VV0sgc8RqbS3xQ,0.605,0.92,4.0,-2.298,0.0,0.0713,0.0012,0.000596,0.483,0.219,174.974,200787.0,4.0,46.35752,11.0,1.0,2012,Kyoto_by_Skrillex_Featuring_Sirah,"brostep, dance, dubstep, electro house, electronic, english, glitch, post-dubstep, seen live, skrillex"
2018-03-10,Make Me Feel,Janelle Monae,99,1,"['funk', 'mbs-333', 'r&b', 'rap', 'singer-songwriter', 'soul']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2018,Make_Me_Feel_by_Janelle_Monae,"funk, mbs-333, r&b, rap, singer-songwriter, soul"
2007-05-26,Impacto,Daddy Yankee Featuring Fergie,56,7,"['dance', 'electronic', 'englisch', 'english', 'hip hop', 'hip hop rnb and dance hall', 'latin', 'latin pop', 'latin urban', 'puerto rico', 'rap', 'reggae', 'reggaeton']",Impacto,spotify:track:4jjPvqzUHNYuNEtSJnklwJ,0.794,0.864,8.0,-5.964,1.0,0.0755,0.00889,0.000145,0.0398,0.9,100.516,185107.0,4.0,58.67896,10.0,1.0,2007,Impacto_by_Daddy_Yankee_Featuring_Fergie,"dance, electronic, englisch, english, hip hop, hip hop rnb and dance hall, latin, latin pop, latin urban, puerto rico, rap, reggae, reggaeton"
2013-10-19,Gone,Kanye West Featuring Cam'ron & Consequence,18,1,"['american', 'electropop', 'english', 'experimental hip hop', 'grammy winner', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'luxury rap', 'pop', 'pop rap', 'producer', 'rap', 'rapper', 'relic inn', 'synthpop', 'us']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2013,Gone_by_Kanye_West_Featuring_Cam'ron_&_Consequence,"american, electropop, english, experimental hip hop, grammy winner, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, luxury rap, pop, pop rap, producer, rap, rapper, relic inn, synthpop, us"
2013-11-02,Friday Night,Eric Paslay,47,20,['country'],Friday Night,spotify:track:66rVt7PbwyKlu6CK6rxyAi,0.657,0.841,9.0,-4.188,1.0,0.0452,0.16,0.0,0.177,0.722,120.009,167213.0,4.0,36.2403,8.0,1.0,2013,Friday_Night_by_Eric_Paslay,country
2015-01-03,My Baby's Got A Smile On Her Face,Craig Wayne Boyd,34,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2015,My_Baby's_Got_A_Smile_On_Her_Face_by_Craig_Wayne_Boyd,Unknown
2019-03-09,Be Like Me,Lil Pump Featuring Lil Wayne,72,1,"['hip hop', 'lil pump', 'trap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Be_Like_Me_by_Lil_Pump_Featuring_Lil_Wayne,"hip hop, lil pump, trap"
2008-02-16,Sexy Can I,Ray J & Yung Berg,3,26,Unknown,Sexy Can I,spotify:track:0DdpxWfVvUGgkJv5536tiF,0.575,0.684,1.0,-6.007,1.0,0.325,0.299,0.0,0.614,0.926,172.155,204040.0,4.0,26.24243,11.0,1.0,2008,Sexy_Can_I_by_Ray_J_&_Yung_Berg,Unknown
2009-02-28,The Fear,Lily Allen,80,10,"['britannique', 'british', 'contemporary r&b', 'dance-pop', 'déià - sa fonda august 1998 - and a once for the hp sauce', 'electropop', 'english', 'pop', 'pop and chart', 'ska', 'synthpop', 'uk']",The Fear,spotify:track:7bW6MqAdTclmHVHAOkIyPS,0.661,0.847,10.0,-6.948,1.0,0.0404,0.419,8.82e-05,0.107,0.522,134.002,207120.0,4.0,22.45476,8.0,1.0,2009,The_Fear_by_Lily_Allen,"britannique, british, contemporary r&b, dance-pop, déià - sa fonda august 1998 - and a once for the hp sauce, electropop, english, pop, pop and chart, ska, synthpop, uk"
2020-02-29,Habitual,Justin Bieber,98,1,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Habitual_by_Justin_Bieber,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
2010-01-30,Ready To Love Again,Lady Antebellum,72,1,"['country', 'pop']",Ready To Love Again,spotify:track:4jJEEPrPMTMHpabgjefRN7,0.555,0.638,4.0,-5.012,1.0,0.027,0.313,0.0,0.122,0.185,102.676,173267.0,4.0,29.05789,10.0,1.0,2010,Ready_To_Love_Again_by_Lady_Antebellum,"country, pop"
2004-12-25,Perdidos,Monchy & Alexandra,92,7,"['bachata', 'latin']",Perdidos,spotify:track:6TjHpTuIWtMK2wrEst0cuB,0.838,0.676,1.0,-4.4,0.0,0.0303,0.476,0.0,0.121,0.902,129.92,268467.0,4.0,22.79635,15.0,1.0,2004,Perdidos_by_Monchy_&_Alexandra,"bachata, latin"
2017-09-23,Greatest Love Story,LANCO,45,21,Unknown,Greatest Love Story,spotify:track:2yQZwi1P8AkkxxFhQ8rMEK,0.671,0.617,10.0,-8.72,1.0,0.0561,0.401,0.0,0.119,0.62,147.986,222573.0,4.0,33.97211,11.0,1.0,2017,Greatest_Love_Story_by_LANCO,Unknown
2012-02-18,Black Or White,Glee Cast,64,1,"['bogus artist', 'fixme', 'needs disambiguation/annotation', 'pop']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2012,Black_Or_White_by_Glee_Cast,"bogus artist, fixme, needs disambiguation/annotation, pop"
2015-01-03,Wasted Love,Matt McAndrew,14,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2015,Wasted_Love_by_Matt_McAndrew,Unknown
2018-05-26,Yes Indeed,Lil Baby & Drake,6,29,"['english', 'hip hop', 'lil baby', 'rap']",Yes Indeed,spotify:track:6vN77lE9LK6HP2DewaN6HZ,0.964,0.346,5.0,-9.309,0.0,0.53,0.035,0.0,0.108,0.562,119.958,142273.0,4.0,16.68816,7.0,1.0,2018,Yes_Indeed_by_Lil_Baby_&_Drake,"english, hip hop, lil baby, rap"
2000-01-08,Love Is Blind,Eve Featuring Faith Evans,34,16,"['hip hop rnb and dance hall', 'soul']",Love Is Blind,spotify:track:0H2jfzzREOr9MF95HB7ry6,0.688,0.815,0.0,-4.761,1.0,0.321,0.263,0.0,0.151,0.587,176.086,260307.0,4.0,42.5635,13.0,1.0,2000,Love_Is_Blind_by_Eve_Featuring_Faith_Evans,"hip hop rnb and dance hall, soul"
2008-10-18,It's Over,Jesse McCartney,62,5,"['american', 'pop']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,It's_Over_by_Jesse_McCartney,"american, pop"
2007-10-13,Shoulda Let You Go,Keyshia Cole Introducing Amina,41,20,"['hip hop', 'hip hop rnb and dance hall', 'r&b']",Shoulda Let You Go,spotify:track:1yTfczdv9qGCfJpZF3y4yQ,0.725,0.594,2.0,-5.243,1.0,0.0496,0.0939,0.0,0.22,0.25,91.794,220867.0,4.0,29.97519,12.0,1.0,2007,Shoulda_Let_You_Go_by_Keyshia_Cole_Introducing_Amina,"hip hop, hip hop rnb and dance hall, r&b"
2021-10-30,Bubbly,Young Thug With Drake & Travis Scott,20,10,"['english', 'hip hop', 'rap', 'relic inn', 'trap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Bubbly_by_Young_Thug_With_Drake_&_Travis_Scott,"english, hip hop, rap, relic inn, trap"
2008-06-28,Body On Me,Nelly Featuring Ashanti & Akon,42,15,"['american', 'contemporary r&b', 'dance-pop', 'dangerous', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'pop rap', 'r&b', 'senegalese-american']",Body On Me,spotify:track:7hkbknrCTeWR7wEK4X4cvX,0.574,0.636,7.0,-7.173,0.0,0.325,0.142,0.0,0.0962,0.781,179.979,209707.0,4.0,83.28132,9.0,1.0,2008,Body_On_Me_by_Nelly_Featuring_Ashanti_&_Akon,"american, contemporary r&b, dance-pop, dangerous, electropop, hip hop, hip hop rnb and dance hall, pop, pop rap, r&b, senegalese-american"
2017-10-21,Smooth,Florida Georgia Line,89,7,"['bro-country', 'country pop']",Smooth,spotify:track:31x4wWBghN7f5PiEZUmcAW,0.477,0.848,6.0,-5.419,1.0,0.0558,0.286,4.77e-05,0.673,0.33,161.014,170200.0,4.0,16.14771,9.0,1.0,2017,Smooth_by_Florida_Georgia_Line,"bro-country, country pop"
2018-06-23,Rich Sex,Nicki Minaj Featuring Lil Wayne,56,2,"['a filk artist', 'cousin in trinidad wont get the vaccine', 'electronic', 'hip hop', 'hip-hop', 'pop', 'pop rap', 'queen of rap', 'r&b', 'rap', 'relic inn']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2018,Rich_Sex_by_Nicki_Minaj_Featuring_Lil_Wayne,"a filk artist, cousin in trinidad wont get the vaccine, electronic, hip hop, hip-hop, pop, pop rap, queen of rap, r&b, rap, relic inn"
2005-11-12,Bat Country,Avenged Sevenfold,60,15,"['american', 'hard rock', 'metal', 'metalcore']",Bat Country,spotify:track:3sHH7lklbfpcraDDvYnjo7,0.541,0.968,0.0,-4.129,1.0,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,311813.0,4.0,23.79336,13.0,1.0,2005,Bat_Country_by_Avenged_Sevenfold,"american, hard rock, metal, metalcore"
2021-11-06,Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee,69,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Switches_&_Dracs_by_Moneybagg_Yo_Featuring_Lil_Durk_&_EST_Gee,Unknown
2015-07-18,Do It Again,Pia Mia Featuring Chris Brown & Tyga,71,11,"['hip hop', 'pop rap', 'rap', 'rap us']",Do It Again,spotify:track:72Bz4ciRZPBcVSw0nrZDHi,0.712,0.564,8.0,-6.527,1.0,0.047,0.0266,0.0,0.0874,0.411,95.95,207747.0,4.0,27.47884,7.0,1.0,2015,Do_It_Again_by_Pia_Mia_Featuring_Chris_Brown_&_Tyga,"hip hop, pop rap, rap, rap us"
2019-04-20,Don't Pretend,Khalid x SAFE,84,1,"['contemporary r&b', 'hip hop', 'pop', 'r&b']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Don't_Pretend_by_Khalid_x_SAFE,"contemporary r&b, hip hop, pop, r&b"
2001-02-10,One More Time,Daft Punk,61,16,"['dance and electronica', 'electro house', 'electronic', 'european', 'favourite', 'film score', 'french', 'french house', 'french touch', 'house', 'nu-disco', 'synthpop', 'tech house', 'thomas bangalter', 'vocoder', 'wp musicians']",One More Time,spotify:track:0DiWol3AO6WpXZgp0goxAV,0.611,0.697,2.0,-8.618,1.0,0.133,0.0193,0.0,0.332,0.476,122.752,320357.0,4.0,58.19603,14.0,1.0,2001,One_More_Time_by_Daft_Punk,"dance and electronica, electro house, electronic, european, favourite, film score, french, french house, french touch, house, nu-disco, synthpop, tech house, thomas bangalter, vocoder, wp musicians"
2019-04-06,Tap,NAV Featuring Meek Mill,87,10,"['east coast hip hop', 'gangsta rap', 'hip hop', 'meek mill', 'trap']",Tap,spotify:track:5rU6kDNXZLXIinFezpbWbO,0.901,0.676,2.0,-7.033,1.0,0.251,0.0646,0.0,0.0863,0.452,85.018,148278.0,4.0,31.08934,4.0,1.0,2019,Tap_by_NAV_Featuring_Meek_Mill,"east coast hip hop, gangsta rap, hip hop, meek mill, trap"
