_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri,year,id,keywords
2010-05-29,I Like It,Enrique Iglesias Featuring Pitbull,4,38,"['adult contemporary', 'ballad', 'dance', 'dance-pop', 'electro house', 'electropop', 'european', 'latin pop', 'pop', 'pop and chart', 'reggaeton', 'spanish']",I Like It,spotify:track:4nVyHATevhl5RC6Qmoko5H,2010,I_Like_It_by_Enrique_Iglesias_Featuring_Pitbull,"adult contemporary, ballad, dance, dance-pop, electro house, electropop, european, latin pop, pop, pop and chart, reggaeton, spanish"
2010-06-19,Dynamite,Taio Cruz,2,47,"['contemporary r&b', 'dance-pop', 'electropop', 'hip hop rnb and dance hall', 'pop', 'r&b']",Dynamite,spotify:track:1DqdF42leyFIzqNDv9CjId,2010,Dynamite_by_Taio_Cruz,"contemporary r&b, dance-pop, electropop, hip hop rnb and dance hall, pop, r&b"
2010-06-19,Miss Me,Drake Featuring Lil Wayne,15,20,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",Miss Me,spotify:track:1U4mweNwisxNj23ffuC9gO,2010,Miss_Me_by_Drake_Featuring_Lil_Wayne,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
2010-06-19,Animal,Neon Trees,13,36,"['indie', 'provo', 'utah']",Animal,spotify:track:1fBl642IhJOE5U319Gy2Go,2010,Animal_by_Neon_Trees,"indie, provo, utah"
2010-06-26,Never Say Never,Justin Bieber Featuring Jaden Smith,8,19,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Never Say Never,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,2010,Never_Say_Never_by_Justin_Bieber_Featuring_Jaden_Smith,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
2010-07-10,Misery,Maroon 5,14,20,"['adult contemporary', 'automod ng', 'dance', 'dance-pop', 'electropop', 'fixme label mess', 'funk rock', 'music for soccer moms', 'pop', 'pop rock', 'pop/rock', 'rock', 'rock and indie', 'slow pop']",Misery,spotify:track:6KBYk8OFtod7brGuZ3Y67q,2010,Misery_by_Maroon_5,"adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, music for soccer moms, pop, pop rock, pop/rock, rock, rock and indie, slow pop"
2010-07-10,Love The Way You Lie,Eminem Featuring Rihanna,1,29,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Love The Way You Lie,spotify:track:15JINEqzVMv3SvJTAXAKED,2010,Love_The_Way_You_Lie_by_Eminem_Featuring_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2010-07-24,If I Die Young,The Band Perry,14,53,['country'],If I Die Young,spotify:track:4u26EevCNXMhlvE1xFBJwX,2010,If_I_Die_Young_by_The_Band_Perry,country
2010-08-07,Just The Way You Are,Bruno Mars,1,48,"['a filk artist', 'contemporary r&b', 'funk', 'music for soccer moms', 'new wave', 'pop', 'pop rock', 'pop soul', 'r&b', 'relic inn', 'rock', 'soul', 'synth funk']",Just The Way You Are,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,2010,Just_The_Way_You_Are_by_Bruno_Mars,"a filk artist, contemporary r&b, funk, music for soccer moms, new wave, pop, pop rock, pop soul, r&b, relic inn, rock, soul, synth funk"
2010-08-07,Teenage Dream,Katy Perry,1,33,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Teenage Dream,spotify:track:55qBw1900pZKfXJ6Q9A2Lc,2010,Teenage_Dream_by_Katy_Perry,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
2010-08-21,Mine,Taylor Swift,3,23,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Mine,spotify:track:0dBW6ZsW8skfvoRfgeerBF,2010,Mine_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2010-09-04,Right Above It,Lil Wayne Featuring Drake,6,24,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",Right Above It,spotify:track:1kMuU3TNQvHbqvXCWBodmP,2010,Right_Above_It_by_Lil_Wayne_Featuring_Drake,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
2010-09-04,Just A Dream,Nelly,3,28,"['contemporary r&b', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'rnb', 'southern hip hop']",Just A Dream,spotify:track:3ZdJffjzJWFimSQyxgGIxN,2010,Just_A_Dream_by_Nelly,"contemporary r&b, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, rnb, southern hip hop"
2010-10-02,Black And Yellow,Wiz Khalifa,1,25,"['hip hop', 'hip hop rnb and dance hall', 'pop rap', 'rap']",Black And Yellow,spotify:track:5A6OHHy73AR5tLxgTc98zz,2010,Black_And_Yellow_by_Wiz_Khalifa,"hip hop, hip hop rnb and dance hall, pop rap, rap"
2010-10-16,Grenade,Bruno Mars,1,36,"['a filk artist', 'contemporary r&b', 'funk', 'music for soccer moms', 'new wave', 'pop', 'pop rock', 'pop soul', 'r&b', 'relic inn', 'rock', 'soul', 'synth funk']",Grenade,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,2010,Grenade_by_Bruno_Mars,"a filk artist, contemporary r&b, funk, music for soccer moms, new wave, pop, pop rock, pop soul, r&b, relic inn, rock, soul, synth funk"
2010-10-23,Speak Now,Taylor Swift,8,3,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Speak Now,spotify:track:1nYWTzy5zu3zEPNgB1sItW,2010,Speak_Now_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2010-10-23,Runaway,Kanye West Featuring Pusha T,12,13,"['american', 'electropop', 'english', 'experimental hip hop', 'grammy winner', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'luxury rap', 'pop', 'pop rap', 'producer', 'rap', 'rapper', 'relic inn', 'synthpop', 'us']",Runaway,spotify:track:3DK6m7It6Pw857FcQftMds,2010,Runaway_by_Kanye_West_Featuring_Pusha_T,"american, electropop, english, experimental hip hop, grammy winner, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, luxury rap, pop, pop rap, producer, rap, rapper, relic inn, synthpop, us"
2010-10-23,The Lazy Song,Bruno Mars,4,27,"['a filk artist', 'contemporary r&b', 'funk', 'music for soccer moms', 'new wave', 'pop', 'pop rock', 'pop soul', 'r&b', 'relic inn', 'rock', 'soul', 'synth funk']",The Lazy Song,spotify:track:1ExfPZEiahqhLyajhybFeS,2010,The_Lazy_Song_by_Bruno_Mars,"a filk artist, contemporary r&b, funk, music for soccer moms, new wave, pop, pop rock, pop soul, r&b, relic inn, rock, soul, synth funk"
2010-10-30,Back To December,Taylor Swift,6,20,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Back To December,spotify:track:3DrjZArsPsoqbLzUZZV1Id,2010,Back_To_December_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2010-11-06,Mean,Taylor Swift,11,20,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Mean,spotify:track:5yEPktRqvIhko5QFF3aBhQ,2010,Mean_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2010-11-06,Whip My Hair,WILLOW,11,18,Unknown,Whip My Hair,spotify:track:4Dio1t8RHzLv1nfPJTSZyP,2010,Whip_My_Hair_by_WILLOW,Unknown
2010-11-06,Firework,Katy Perry,1,39,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Firework,spotify:track:4lCv7b86sLynZbXhfScfm2,2010,Firework_by_Katy_Perry,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
2010-11-13,Yeah 3X,Chris Brown,15,24,"['_blacklist', 'abuser', 'american', 'anti vax', 'contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'misogynist', 'pop', 'pop rap', 'r&b', 'relic inn', 'rnb', 'wifebeater', ""ya man ain't me (produced by the.mp3""]",Yeah 3X,spotify:track:2QtxlzvSBONjs1bDC34ixs,2010,Yeah_3X_by_Chris_Brown,"_blacklist, abuser, american, anti vax, contemporary r&b, dance, dance-pop, electro house, electropop, hip hop, hip hop rnb and dance hall, hip-hop, misogynist, pop, pop rap, r&b, relic inn, rnb, wifebeater, ""ya man aint me (produced by the.mp3"""
2010-11-27,Teenage Dream,Glee Cast,8,3,"['bogus artist', 'fixme', 'needs disambiguation/annotation', 'pop']",Teenage Dream,spotify:track:2bIswilW8apEYGJcMSHPKA,2010,Teenage_Dream_by_Glee_Cast,"bogus artist, fixme, needs disambiguation/annotation, pop"
2010-11-27,The Show Goes On,Lupe Fiasco,9,33,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'political hip hop', 'pop rap', 'rapper']",The Show Goes On,spotify:track:4NTWZqvfQTlOMitlVn6tew,2010,The_Show_Goes_On_by_Lupe_Fiasco,"abstract hip hop, alternative hip hop, conscious hip hop, hip hop, hip hop rnb and dance hall, hip-hop, political hip hop, pop rap, rapper"
2010-11-27,Down On Me,Jeremih Featuring 50 Cent,4,33,"['2008 universal fire victim', 'criminal', 'east coast hip hop', 'english', 'gangsta rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'hip-hop/rap', 'pop rap', 'rap', 'relic inn']",Down On Me,spotify:track:0x3TibRgnSqzkcwrqBd4iX,2010,Down_On_Me_by_Jeremih_Featuring_50_Cent,"2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop/rap, pop rap, rap, relic inn"
2010-12-04,Forget You,Glee Cast Featuring Gwyneth Paltrow,11,5,Unknown,Forget You,spotify:track:0so0moYLqkFWE6dquoCOsh,2010,Forget_You_by_Glee_Cast_Featuring_Gwyneth_Paltrow,Unknown
2010-12-25,Rolling In The Deep,Adele,1,65,"['adele', 'adult alternative pop/rock', 'adult contemporary', 'alternative/indie rock', 'blue eyed soul', 'blue-eyed soul', 'english singer', 'jazz', 'music for soccer moms', 'neo soul', 'pop', 'pop and chart', 'pop soul', 'singer', 'soul']",Rolling In The Deep,spotify:track:1CkvWZme3pRgbzaxZnTl5X,2010,Rolling_In_The_Deep_by_Adele,"adele, adult alternative pop/rock, adult contemporary, alternative/indie rock, blue eyed soul, blue-eyed soul, english singer, jazz, music for soccer moms, neo soul, pop, pop and chart, pop soul, singer, soul"
2011-01-01,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,9,21,Unknown,6 Foot 7 Foot,spotify:track:0z5ZPs57J2KERwM1tBM2GF,2011,6_Foot_7_Foot_by_Lil_Wayne_Featuring_Cory_Gunz,Unknown
2011-01-01,Moment 4 Life,Nicki Minaj Featuring Drake,13,23,"['a filk artist', 'cousin in trinidad wont get the vaccine', 'electronic', 'hip hop', 'hip-hop', 'pop', 'pop rap', 'queen of rap', 'r&b', 'rap', 'relic inn']",Moment 4 Life,spotify:track:0ConttVd0Ebk3dLNquOmh0,2011,Moment_4_Life_by_Nicki_Minaj_Featuring_Drake,"a filk artist, cousin in trinidad wont get the vaccine, electronic, hip hop, hip-hop, pop, pop rap, queen of rap, r&b, rap, relic inn"
2011-01-29,What The Hell,Avril Lavigne,11,20,"['743219675026', 'alternative rock', 'bubblegum punk', 'dance-pop', 'electropop', 'indie rock', 'mall punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop/rock', 'post-grunge', 'punk', 'punk rock', 'rock', 'soft rock', 'teen pop', 'teen punk']",What The Hell,spotify:track:2z4U9d5OAA4YLNXoCgioxo,2011,What_The_Hell_by_Avril_Lavigne,"743219675026, alternative rock, bubblegum punk, dance-pop, electropop, indie rock, mall punk, pop, pop and chart, pop punk, pop rock, pop/rock, post-grunge, punk, punk rock, rock, soft rock, teen pop, teen punk"
2011-01-29,Hold It Against Me,Britney Spears,1,17,"['american', 'américain', 'contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electropop', 'if you seek amy', 'pop', 'pop and chart', 'teen pop', 'urban pop', 'usa']",Hold It Against Me,spotify:track:7Dyq1bhhjknLKEGg4k5NLr,2011,Hold_It_Against_Me_by_Britney_Spears,"american, américain, contemporary r&b, dance, dance-pop, electro house, electropop, if you seek amy, pop, pop and chart, teen pop, urban pop, usa"
2011-02-26,Roll Up,Wiz Khalifa,13,22,"['hip hop', 'hip hop rnb and dance hall', 'pop rap', 'rap']",Roll Up,spotify:track:53DB6LJV9B8sz0p1s6tlGS,2011,Roll_Up_by_Wiz_Khalifa,"hip hop, hip hop rnb and dance hall, pop rap, rap"
2011-02-26,Born This Way,Lady Gaga,1,20,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Born This Way,spotify:track:1TAZZgIG5AbqB29ClcNMWl,2011,Born_This_Way_by_Lady_Gaga,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
2011-03-05,Written In The Stars,Tinie Tempah Featuring Eric Turner,12,20,"['grime', 'hip-hop', 'mc', 'rapper', 'uk']",Written In The Stars,spotify:track:61HQWI1Woxup7CnGwVUsdI,2011,Written_In_The_Stars_by_Tinie_Tempah_Featuring_Eric_Turner,"grime, hip-hop, mc, rapper, uk"
2011-03-12,On The Floor,Jennifer Lopez Featuring Pitbull,3,29,"['contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electronic', 'latin', 'latin pop', 'pop', 'pop and chart', 'pop rap', 'reggaeton']",On The Floor,spotify:track:0Oe49j06Bjrxs8PltuVeaW,2011,On_The_Floor_by_Jennifer_Lopez_Featuring_Pitbull,"contemporary r&b, dance, dance-pop, electro house, electronic, latin, latin pop, pop, pop and chart, pop rap, reggaeton"
2011-03-12,Set Fire To The Rain,Adele,1,43,"['adele', 'adult alternative pop/rock', 'adult contemporary', 'alternative/indie rock', 'blue eyed soul', 'blue-eyed soul', 'english singer', 'jazz', 'music for soccer moms', 'neo soul', 'pop', 'pop and chart', 'pop soul', 'singer', 'soul']",Set Fire To The Rain,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc,2011,Set_Fire_To_The_Rain_by_Adele,"adele, adult alternative pop/rock, adult contemporary, alternative/indie rock, blue eyed soul, blue-eyed soul, english singer, jazz, music for soccer moms, neo soul, pop, pop and chart, pop soul, singer, soul"
2011-03-12,Someone Like You,Adele,1,39,"['adele', 'adult alternative pop/rock', 'adult contemporary', 'alternative/indie rock', 'blue eyed soul', 'blue-eyed soul', 'english singer', 'jazz', 'music for soccer moms', 'neo soul', 'pop', 'pop and chart', 'pop soul', 'singer', 'soul']",Someone Like You,spotify:track:4kflIGfjdZJW4ot2ioixTB,2011,Someone_Like_You_by_Adele,"adele, adult alternative pop/rock, adult contemporary, alternative/indie rock, blue eyed soul, blue-eyed soul, english singer, jazz, music for soccer moms, neo soul, pop, pop and chart, pop soul, singer, soul"
2011-04-02,Loser Like Me,Glee Cast,6,3,"['bogus artist', 'fixme', 'needs disambiguation/annotation', 'pop']",Unknown,Unknown,2011,Loser_Like_Me_by_Glee_Cast,"bogus artist, fixme, needs disambiguation/annotation, pop"
2011-04-09,No Sleep,Wiz Khalifa,6,15,"['hip hop', 'hip hop rnb and dance hall', 'pop rap', 'rap']",No Sleep,spotify:track:2kzRSiyignH8yzPTrWvyPo,2011,No_Sleep_by_Wiz_Khalifa,"hip hop, hip hop rnb and dance hall, pop rap, rap"
2011-04-16,I Wanna Go,Britney Spears,7,20,"['american', 'américain', 'contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electropop', 'if you seek amy', 'pop', 'pop and chart', 'teen pop', 'urban pop', 'usa']",I Wanna Go,spotify:track:5cCAZS9VhLGEDV4NCfieeg,2011,I_Wanna_Go_by_Britney_Spears,"american, américain, contemporary r&b, dance, dance-pop, electro house, electropop, if you seek amy, pop, pop and chart, teen pop, urban pop, usa"
2011-04-23,Honey Bee,Blake Shelton,13,20,"['american', 'bro-country', 'contemporary country', 'country', 'country pop']",Honey Bee,spotify:track:0gY2iq0xJPRoIB1PScKSw4,2011,Honey_Bee_by_Blake_Shelton,"american, bro-country, contemporary country, country, country pop"
2011-04-23,Dirt Road Anthem,Jason Aldean,7,27,"['bro-country', 'contemporary country', 'country', 'country pop', 'country rock']",Dirt Road Anthem,spotify:track:2qYsSHsYkihWx043HVJQRV,2011,Dirt_Road_Anthem_by_Jason_Aldean,"bro-country, contemporary country, country, country pop, country rock"
2011-04-30,Judas,Lady Gaga,10,8,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Judas,spotify:track:0QkWikH5Z3U0f79T9iuF6c,2011,Judas_by_Lady_Gaga,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
2011-04-30,Tonight Tonight,Hot Chelle Rae,7,30,"['electropop', 'pop', 'teen pop']",Tonight Tonight,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,2011,Tonight_Tonight_by_Hot_Chelle_Rae,"electropop, pop, teen pop"
2011-05-14,Pumped Up Kicks,Foster The People,3,40,"['alternative', 'dance-pop', 'indie', 'indie pop', 'pop']",Pumped Up Kicks,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,2011,Pumped_Up_Kicks_by_Foster_The_People,"alternative, dance-pop, indie, indie pop, pop"
2011-05-21,Just A Kiss,Lady Antebellum,7,42,"['country', 'pop']",Just A Kiss,spotify:track:2nRvKHh2mtOfIQ4jcAkP9q,2011,Just_A_Kiss_by_Lady_Antebellum,"country, pop"
2011-05-28,The Edge Of Glory,Lady Gaga,3,24,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",The Edge Of Glory,spotify:track:0JNdS1n0ifOP25XvhwAMgM,2011,The_Edge_Of_Glory_by_Lady_Gaga,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
2011-06-04,Hair,Lady Gaga,12,1,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Unknown,Unknown,2011,Hair_by_Lady_Gaga,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
2011-06-11,You And I,Lady Gaga,6,20,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",You And I,spotify:track:6rkAY9rk1NTFB94QxG3LJR,2011,You_And_I_by_Lady_Gaga,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
2011-06-11,I Love You This Big,Scotty McCreery,11,16,['american idol'],I Love You This Big,spotify:track:3wtKovRRtvu6wbTjeKA26Q,2011,I_Love_You_This_Big_by_Scotty_McCreery,american idol
2011-06-11,How To Love,Lil Wayne,5,24,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",How To Love,spotify:track:4aX4Oycsk1fhHIee1zqsDe,2011,How_To_Love_by_Lil_Wayne,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
2011-06-18,Every Teardrop Is A Waterfall,Coldplay,14,18,"['alternative rock', 'ambient pop', 'britannique', 'british', 'britpop', 'chapel', 'english', 'parlophone', 'piano pop', 'piano rock', 'pop', 'pop rock', 'pop/rock', 'post-britpop', 'rock', 'rock and indie', 'uk']",Every Teardrop Is A Waterfall,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,2011,Every_Teardrop_Is_A_Waterfall_by_Coldplay,"alternative rock, ambient pop, britannique, british, britpop, chapel, english, parlophone, piano pop, piano rock, pop, pop rock, pop/rock, post-britpop, rock, rock and indie, uk"
2011-06-18,International Love,Pitbull Featuring Chris Brown,13,26,"['dance', 'dance-pop', 'electro house', 'electropop', 'eurodance', 'global warming meltdown', 'hip hop', 'hip house', 'hiphop', 'latin', 'latin pop', 'maltido', 'pitbull', 'pop rap', 'southern hip hop']",International Love,spotify:track:62zFEHfAYl5kdHYOivj4BC,2011,International_Love_by_Pitbull_Featuring_Chris_Brown,"dance, dance-pop, electro house, electropop, eurodance, global warming meltdown, hip hop, hip house, hiphop, latin, latin pop, maltido, pitbull, pop rap, southern hip hop"
2011-07-02,Lighters,Bad Meets Evil Featuring Bruno Mars,4,22,"['hardcore hip hop', 'hip hop', 'hip-hop']",Lighters,spotify:track:5zpDHEU12zATwLGvozxPw2,2011,Lighters_by_Bad_Meets_Evil_Featuring_Bruno_Mars,"hardcore hip hop, hip hop, hip-hop"
2011-07-02,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,4,37,"['dance-pop', 'hip hop', 'pop and chart', 'pop rap']",Stereo Hearts,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,2011,Stereo_Hearts_by_Gym_Class_Heroes_Featuring_Adam_Levine,"dance-pop, hip hop, pop and chart, pop rap"
