_uri,id,_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri.1,year,keywords
1P5QpwOgXJuoVTm3CWbnLY,Today_Was_A_Fairytale_by_Taylor_Swift,2010-02-06,Today Was A Fairytale,Taylor Swift,2,18,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Today Was A Fairytale,1P5QpwOgXJuoVTm3CWbnLY,2010,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
6epn3r7S14KUqlReYr77hA,Baby_by_Justin_Bieber_Featuring_Ludacris,2010-02-06,Baby,Justin Bieber Featuring Ludacris,5,20,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Baby,6epn3r7S14KUqlReYr77hA,2010,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
60jzFy6Nn4M0iD1d94oteF,Rude_Boy_by_Rihanna,2010-02-27,Rude Boy,Rihanna,1,22,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Rude Boy,60jzFy6Nn4M0iD1d94oteF,2010,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
1CdqVF1ywD0ZO1zXtB9yWa,Break_Your_Heart_by_Taio_Cruz_Featuring_Ludacris,2010-03-13,Break Your Heart,Taio Cruz Featuring Ludacris,1,29,"['contemporary r&b', 'dance-pop', 'electropop', 'hip hop rnb and dance hall', 'pop', 'r&b']",Break Your Heart,1CdqVF1ywD0ZO1zXtB9yWa,2010,"contemporary r&b, dance-pop, electropop, hip hop rnb and dance hall, pop, r&b"
6lUY6MoqGgPnA27PHYxem5,Bulletproof_by_La_Roux,2010-03-20,Bulletproof,La Roux,8,27,Unknown,Bulletproof,6lUY6MoqGgPnA27PHYxem5,2010,Unknown
6BdgtqiV3oXNqBikezwdvC,Over_by_Drake,2010-03-27,Over,Drake,14,20,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Over,6BdgtqiV3oXNqBikezwdvC,2010,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
0aBKFfdyOD1Ttvgv0cfjjJ,More_by_Usher,2010-04-03,More,Usher,15,22,"['contemporary r&b', 'hip hop rnb and dance hall', 'pop rap', 'soul']",More,0aBKFfdyOD1Ttvgv0cfjjJ,2010,"contemporary r&b, hip hop rnb and dance hall, pop rap, soul"
2M9ULmQwTaTGmAdXaXpfz5,Billionaire_by_Travie_McCoy_Featuring_Bruno_Mars,2010-04-17,Billionaire,Travie McCoy Featuring Bruno Mars,4,27,"['pop', 'pop rap']",Billionaire,2M9ULmQwTaTGmAdXaXpfz5,2010,"pop, pop rap"
4lwavw59UjXUPJZtKNdFYp,Alejandro_by_Lady_Gaga,2010-04-17,Alejandro,Lady Gaga,5,23,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Alejandro,4lwavw59UjXUPJZtKNdFYp,2010,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
45EDI3rk0f4cAMt9f8b56R,Impossible_by_Shontelle,2010-05-08,Impossible,Shontelle,13,20,"['contemporary r&b', 'pop']",Impossible,45EDI3rk0f4cAMt9f8b56R,2010,"contemporary r&b, pop"
2V4bv1fNWfTcyRJKmej6Sj,Cooler_Than_Me_by_Mike_Posner,2010-05-15,Cooler Than Me,Mike Posner,6,29,"['club/dance', 'contemporary r&b', 'cover', 'dance-pop', 'electropop', 'folk pop', 'pop']",Cooler Than Me,2V4bv1fNWfTcyRJKmej6Sj,2010,"club/dance, contemporary r&b, cover, dance-pop, electropop, folk pop, pop"
5K5LbSTVuKKe1KGMNfBgIW,Rock_That_Body_by_The_Black_Eyed_Peas,2010-05-15,Rock That Body,The Black Eyed Peas,9,18,"['a filk artist', 'conscious hip hop', 'dance-pop', 'electro house', 'electropop', 'fergie', 'hip hop', 'pop', 'pop and chart', 'pop rap', 'west coast hip hop', 'will i am']",Rock That Body,5K5LbSTVuKKe1KGMNfBgIW,2010,"a filk artist, conscious hip hop, dance-pop, electro house, electropop, fergie, hip hop, pop, pop and chart, pop rap, west coast hip hop, will i am"
4BycRneKmOs6MhYG9THsuX,Find_Your_Love_by_Drake,2010-05-22,Find Your Love,Drake,5,21,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Find Your Love,4BycRneKmOs6MhYG9THsuX,2010,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
7Ie9W94M7OjPoZVV216Xus,Not_Afraid_by_Eminem,2010-05-22,Not Afraid,Eminem,1,25,"['2008 universal fire victim', '8 mile', 'american', 'boom bap', 'comedy rap', 'detroit', 'detroit hip hop', 'detroit hip-hop', 'eminem', 'english', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip-hop', 'hiphop', 'horrorcore', 'kun', 'midwest hip hop', 'midwest hip-hop', 'pop and chart', 'pop rap', 'rap', 'rapper', 'relic inn', 'turkish', 'us', 'v']",Not Afraid,7Ie9W94M7OjPoZVV216Xus,2010,"2008 universal fire victim, 8 mile, american, boom bap, comedy rap, detroit, detroit hip hop, detroit hip-hop, eminem, english, gangsta rap, hardcore hip hop, hip hop, hip-hop, hiphop, horrorcore, kun, midwest hip hop, midwest hip-hop, pop and chart, pop rap, rap, rapper, relic inn, turkish, us, v"
3rLIv187BhjyweFe89SgLn,Somebody_To_Love_by_Justin_Bieber_Featuring_Usher,2010-05-29,Somebody To Love,Justin Bieber Featuring Usher,15,18,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Somebody To Love,3rLIv187BhjyweFe89SgLn,2010,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
4nVyHATevhl5RC6Qmoko5H,I_Like_It_by_Enrique_Iglesias_Featuring_Pitbull,2010-05-29,I Like It,Enrique Iglesias Featuring Pitbull,4,38,"['adult contemporary', 'ballad', 'dance', 'dance-pop', 'electro house', 'electropop', 'european', 'latin pop', 'pop', 'pop and chart', 'reggaeton', 'spanish']",I Like It,4nVyHATevhl5RC6Qmoko5H,2010,"adult contemporary, ballad, dance, dance-pop, electro house, electropop, european, latin pop, pop, pop and chart, reggaeton, spanish"
1DqdF42leyFIzqNDv9CjId,Dynamite_by_Taio_Cruz,2010-06-19,Dynamite,Taio Cruz,2,47,"['contemporary r&b', 'dance-pop', 'electropop', 'hip hop rnb and dance hall', 'pop', 'r&b']",Dynamite,1DqdF42leyFIzqNDv9CjId,2010,"contemporary r&b, dance-pop, electropop, hip hop rnb and dance hall, pop, r&b"
1U4mweNwisxNj23ffuC9gO,Miss_Me_by_Drake_Featuring_Lil_Wayne,2010-06-19,Miss Me,Drake Featuring Lil Wayne,15,20,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",Miss Me,1U4mweNwisxNj23ffuC9gO,2010,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
1fBl642IhJOE5U319Gy2Go,Animal_by_Neon_Trees,2010-06-19,Animal,Neon Trees,13,36,"['indie', 'provo', 'utah']",Animal,1fBl642IhJOE5U319Gy2Go,2010,"indie, provo, utah"
5GYbkDveRD2I8M5ZJ14hWn,Never_Say_Never_by_Justin_Bieber_Featuring_Jaden_Smith,2010-06-26,Never Say Never,Justin Bieber Featuring Jaden Smith,8,19,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Never Say Never,5GYbkDveRD2I8M5ZJ14hWn,2010,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
6KBYk8OFtod7brGuZ3Y67q,Misery_by_Maroon_5,2010-07-10,Misery,Maroon 5,14,20,"['adult contemporary', 'automod ng', 'dance', 'dance-pop', 'electropop', 'fixme label mess', 'funk rock', 'music for soccer moms', 'pop', 'pop rock', 'pop/rock', 'rock', 'rock and indie', 'slow pop']",Misery,6KBYk8OFtod7brGuZ3Y67q,2010,"adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, music for soccer moms, pop, pop rock, pop/rock, rock, rock and indie, slow pop"
15JINEqzVMv3SvJTAXAKED,Love_The_Way_You_Lie_by_Eminem_Featuring_Rihanna,2010-07-10,Love The Way You Lie,Eminem Featuring Rihanna,1,29,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,2010,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
4u26EevCNXMhlvE1xFBJwX,If_I_Die_Young_by_The_Band_Perry,2010-07-24,If I Die Young,The Band Perry,14,53,['country'],If I Die Young,4u26EevCNXMhlvE1xFBJwX,2010,country
7BqBn9nzAq8spo5e7cZ0dJ,Just_The_Way_You_Are_by_Bruno_Mars,2010-08-07,Just The Way You Are,Bruno Mars,1,48,"['a filk artist', 'contemporary r&b', 'funk', 'music for soccer moms', 'new wave', 'pop', 'pop rock', 'pop soul', 'r&b', 'relic inn', 'rock', 'soul', 'synth funk']",Just The Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,2010,"a filk artist, contemporary r&b, funk, music for soccer moms, new wave, pop, pop rock, pop soul, r&b, relic inn, rock, soul, synth funk"
55qBw1900pZKfXJ6Q9A2Lc,Teenage_Dream_by_Katy_Perry,2010-08-07,Teenage Dream,Katy Perry,1,33,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Teenage Dream,55qBw1900pZKfXJ6Q9A2Lc,2010,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
0dBW6ZsW8skfvoRfgeerBF,Mine_by_Taylor_Swift,2010-08-21,Mine,Taylor Swift,3,23,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Mine,0dBW6ZsW8skfvoRfgeerBF,2010,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
1kMuU3TNQvHbqvXCWBodmP,Right_Above_It_by_Lil_Wayne_Featuring_Drake,2010-09-04,Right Above It,Lil Wayne Featuring Drake,6,24,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",Right Above It,1kMuU3TNQvHbqvXCWBodmP,2010,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
3ZdJffjzJWFimSQyxgGIxN,Just_A_Dream_by_Nelly,2010-09-04,Just A Dream,Nelly,3,28,"['contemporary r&b', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'rnb', 'southern hip hop']",Just A Dream,3ZdJffjzJWFimSQyxgGIxN,2010,"contemporary r&b, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, rnb, southern hip hop"
5A6OHHy73AR5tLxgTc98zz,Black_And_Yellow_by_Wiz_Khalifa,2010-10-02,Black And Yellow,Wiz Khalifa,1,25,"['hip hop', 'hip hop rnb and dance hall', 'pop rap', 'rap']",Black And Yellow,5A6OHHy73AR5tLxgTc98zz,2010,"hip hop, hip hop rnb and dance hall, pop rap, rap"
2tJulUYLDKOg9XrtVkMgcJ,Grenade_by_Bruno_Mars,2010-10-16,Grenade,Bruno Mars,1,36,"['a filk artist', 'contemporary r&b', 'funk', 'music for soccer moms', 'new wave', 'pop', 'pop rock', 'pop soul', 'r&b', 'relic inn', 'rock', 'soul', 'synth funk']",Grenade,2tJulUYLDKOg9XrtVkMgcJ,2010,"a filk artist, contemporary r&b, funk, music for soccer moms, new wave, pop, pop rock, pop soul, r&b, relic inn, rock, soul, synth funk"
1nYWTzy5zu3zEPNgB1sItW,Speak_Now_by_Taylor_Swift,2010-10-23,Speak Now,Taylor Swift,8,3,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Speak Now,1nYWTzy5zu3zEPNgB1sItW,2010,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
3DK6m7It6Pw857FcQftMds,Runaway_by_Kanye_West_Featuring_Pusha_T,2010-10-23,Runaway,Kanye West Featuring Pusha T,12,13,"['american', 'electropop', 'english', 'experimental hip hop', 'grammy winner', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'luxury rap', 'pop', 'pop rap', 'producer', 'rap', 'rapper', 'relic inn', 'synthpop', 'us']",Runaway,3DK6m7It6Pw857FcQftMds,2010,"american, electropop, english, experimental hip hop, grammy winner, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, luxury rap, pop, pop rap, producer, rap, rapper, relic inn, synthpop, us"
1ExfPZEiahqhLyajhybFeS,The_Lazy_Song_by_Bruno_Mars,2010-10-23,The Lazy Song,Bruno Mars,4,27,"['a filk artist', 'contemporary r&b', 'funk', 'music for soccer moms', 'new wave', 'pop', 'pop rock', 'pop soul', 'r&b', 'relic inn', 'rock', 'soul', 'synth funk']",The Lazy Song,1ExfPZEiahqhLyajhybFeS,2010,"a filk artist, contemporary r&b, funk, music for soccer moms, new wave, pop, pop rock, pop soul, r&b, relic inn, rock, soul, synth funk"
3DrjZArsPsoqbLzUZZV1Id,Back_To_December_by_Taylor_Swift,2010-10-30,Back To December,Taylor Swift,6,20,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Back To December,3DrjZArsPsoqbLzUZZV1Id,2010,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
5yEPktRqvIhko5QFF3aBhQ,Mean_by_Taylor_Swift,2010-11-06,Mean,Taylor Swift,11,20,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Mean,5yEPktRqvIhko5QFF3aBhQ,2010,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
4Dio1t8RHzLv1nfPJTSZyP,Whip_My_Hair_by_WILLOW,2010-11-06,Whip My Hair,WILLOW,11,18,Unknown,Whip My Hair,4Dio1t8RHzLv1nfPJTSZyP,2010,Unknown
4lCv7b86sLynZbXhfScfm2,Firework_by_Katy_Perry,2010-11-06,Firework,Katy Perry,1,39,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Firework,4lCv7b86sLynZbXhfScfm2,2010,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
2QtxlzvSBONjs1bDC34ixs,Yeah_3X_by_Chris_Brown,2010-11-13,Yeah 3X,Chris Brown,15,24,"['_blacklist', 'abuser', 'american', 'anti vax', 'contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'misogynist', 'pop', 'pop rap', 'r&b', 'relic inn', 'rnb', 'wifebeater', ""ya man ain't me (produced by the.mp3""]",Yeah 3X,2QtxlzvSBONjs1bDC34ixs,2010,"_blacklist, abuser, american, anti vax, contemporary r&b, dance, dance-pop, electro house, electropop, hip hop, hip hop rnb and dance hall, hip-hop, misogynist, pop, pop rap, r&b, relic inn, rnb, wifebeater, ""ya man aint me (produced by the.mp3"""
2bIswilW8apEYGJcMSHPKA,Teenage_Dream_by_Glee_Cast,2010-11-27,Teenage Dream,Glee Cast,8,3,"['bogus artist', 'fixme', 'needs disambiguation/annotation', 'pop']",Teenage Dream,2bIswilW8apEYGJcMSHPKA,2010,"bogus artist, fixme, needs disambiguation/annotation, pop"
4NTWZqvfQTlOMitlVn6tew,The_Show_Goes_On_by_Lupe_Fiasco,2010-11-27,The Show Goes On,Lupe Fiasco,9,33,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'political hip hop', 'pop rap', 'rapper']",The Show Goes On,4NTWZqvfQTlOMitlVn6tew,2010,"abstract hip hop, alternative hip hop, conscious hip hop, hip hop, hip hop rnb and dance hall, hip-hop, political hip hop, pop rap, rapper"
0x3TibRgnSqzkcwrqBd4iX,Down_On_Me_by_Jeremih_Featuring_50_Cent,2010-11-27,Down On Me,Jeremih Featuring 50 Cent,4,33,"['2008 universal fire victim', 'criminal', 'east coast hip hop', 'english', 'gangsta rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'hip-hop/rap', 'pop rap', 'rap', 'relic inn']",Down On Me,0x3TibRgnSqzkcwrqBd4iX,2010,"2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop/rap, pop rap, rap, relic inn"
0so0moYLqkFWE6dquoCOsh,Forget_You_by_Glee_Cast_Featuring_Gwyneth_Paltrow,2010-12-04,Forget You,Glee Cast Featuring Gwyneth Paltrow,11,5,Unknown,Forget You,0so0moYLqkFWE6dquoCOsh,2010,Unknown
1CkvWZme3pRgbzaxZnTl5X,Rolling_In_The_Deep_by_Adele,2010-12-25,Rolling In The Deep,Adele,1,65,"['adele', 'adult alternative pop/rock', 'adult contemporary', 'alternative/indie rock', 'blue eyed soul', 'blue-eyed soul', 'english singer', 'jazz', 'music for soccer moms', 'neo soul', 'pop', 'pop and chart', 'pop soul', 'singer', 'soul']",Rolling In The Deep,1CkvWZme3pRgbzaxZnTl5X,2010,"adele, adult alternative pop/rock, adult contemporary, alternative/indie rock, blue eyed soul, blue-eyed soul, english singer, jazz, music for soccer moms, neo soul, pop, pop and chart, pop soul, singer, soul"
0z5ZPs57J2KERwM1tBM2GF,6_Foot_7_Foot_by_Lil_Wayne_Featuring_Cory_Gunz,2011-01-01,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,9,21,Unknown,6 Foot 7 Foot,0z5ZPs57J2KERwM1tBM2GF,2011,Unknown
0ConttVd0Ebk3dLNquOmh0,Moment_4_Life_by_Nicki_Minaj_Featuring_Drake,2011-01-01,Moment 4 Life,Nicki Minaj Featuring Drake,13,23,"['a filk artist', 'cousin in trinidad wont get the vaccine', 'electronic', 'hip hop', 'hip-hop', 'pop', 'pop rap', 'queen of rap', 'r&b', 'rap', 'relic inn']",Moment 4 Life,0ConttVd0Ebk3dLNquOmh0,2011,"a filk artist, cousin in trinidad wont get the vaccine, electronic, hip hop, hip-hop, pop, pop rap, queen of rap, r&b, rap, relic inn"
2z4U9d5OAA4YLNXoCgioxo,What_The_Hell_by_Avril_Lavigne,2011-01-29,What The Hell,Avril Lavigne,11,20,"['743219675026', 'alternative rock', 'bubblegum punk', 'dance-pop', 'electropop', 'indie rock', 'mall punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop/rock', 'post-grunge', 'punk', 'punk rock', 'rock', 'soft rock', 'teen pop', 'teen punk']",What The Hell,2z4U9d5OAA4YLNXoCgioxo,2011,"743219675026, alternative rock, bubblegum punk, dance-pop, electropop, indie rock, mall punk, pop, pop and chart, pop punk, pop rock, pop/rock, post-grunge, punk, punk rock, rock, soft rock, teen pop, teen punk"
7Dyq1bhhjknLKEGg4k5NLr,Hold_It_Against_Me_by_Britney_Spears,2011-01-29,Hold It Against Me,Britney Spears,1,17,"['american', 'américain', 'contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electropop', 'if you seek amy', 'pop', 'pop and chart', 'teen pop', 'urban pop', 'usa']",Hold It Against Me,7Dyq1bhhjknLKEGg4k5NLr,2011,"american, américain, contemporary r&b, dance, dance-pop, electro house, electropop, if you seek amy, pop, pop and chart, teen pop, urban pop, usa"
53DB6LJV9B8sz0p1s6tlGS,Roll_Up_by_Wiz_Khalifa,2011-02-26,Roll Up,Wiz Khalifa,13,22,"['hip hop', 'hip hop rnb and dance hall', 'pop rap', 'rap']",Roll Up,53DB6LJV9B8sz0p1s6tlGS,2011,"hip hop, hip hop rnb and dance hall, pop rap, rap"
1TAZZgIG5AbqB29ClcNMWl,Born_This_Way_by_Lady_Gaga,2011-02-26,Born This Way,Lady Gaga,1,20,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Born This Way,1TAZZgIG5AbqB29ClcNMWl,2011,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
61HQWI1Woxup7CnGwVUsdI,Written_In_The_Stars_by_Tinie_Tempah_Featuring_Eric_Turner,2011-03-05,Written In The Stars,Tinie Tempah Featuring Eric Turner,12,20,"['grime', 'hip-hop', 'mc', 'rapper', 'uk']",Written In The Stars,61HQWI1Woxup7CnGwVUsdI,2011,"grime, hip-hop, mc, rapper, uk"
0Oe49j06Bjrxs8PltuVeaW,On_The_Floor_by_Jennifer_Lopez_Featuring_Pitbull,2011-03-12,On The Floor,Jennifer Lopez Featuring Pitbull,3,29,"['contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electronic', 'latin', 'latin pop', 'pop', 'pop and chart', 'pop rap', 'reggaeton']",On The Floor,0Oe49j06Bjrxs8PltuVeaW,2011,"contemporary r&b, dance, dance-pop, electro house, electronic, latin, latin pop, pop, pop and chart, pop rap, reggaeton"
